provider_id,hospital_name,city,state,number_of_deaths_among_cancer_patients_assigned_to_hospital_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07_2,percent_of_cancer_patients_dying_in_hospital_2003_07_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_3,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_3
360234,Mercy Franciscan Hospital Mount Airy,Cincinnati,OH,81,17.2202,10.1973,29.0799,64.336,49.1454,84.222,4.746,3.4117,6.0802,20.7291,12.884,33.351,0.6152,-0.1192,1.3495,,,,,,,78.18,61.0645,100.0929,10.4905,8.0766,12.9045,20.7125,12.8698,33.3344,54.5821,40.4724,73.6107
360242,James Cancer Hospital,Columbus,OH,260,23.4501,18.4509,29.8037,56.1667,47.852,65.9261,5.3124,4.567,6.0578,16.0037,11.906,21.5118,0.7799,0.3696,1.1901,12.7616,9.2388,17.6277,4.7282,2.8943,7.7243,56.7226,48.1379,66.8382,8.8187,7.4702,10.1672,6.8633,4.3221,10.8987,47.2859,39.7242,56.2872
370008,Norman Regional Hospital,Norman,OK,134,40.55,31.0463,52.9629,62.9704,50.7727,78.0987,6.9914,5.9535,8.0292,29.7318,21.8009,40.5478,1.6931,1.1219,2.2643,10.0511,5.8328,17.3201,10.457,6.2982,17.362,44.6919,34.6944,57.5702,7.7487,5.871,9.6263,,,,39.979,30.7582,51.9642
370013,Mercy Health Center,Oklahoma City,OK,150,37.4147,28.9815,48.3019,60.4827,49.4063,74.0423,6.8435,5.8628,7.8242,21.2464,15.1012,29.8923,1.279,0.7392,1.8188,7.8605,4.4624,13.8463,,,,50.2273,39.9882,63.0881,9.1367,7.3624,10.911,,,,34.9027,26.4486,46.0592
370025,Muskogee Regional Medical Center,Muskogee,OK,111,31.6528,22.7205,44.0967,71.4143,57.2718,89.049,6.1688,5.0287,7.309,28.0315,19.7075,39.8715,1.1302,0.5027,1.7578,12.2292,7.0972,21.0721,,,,54.0788,41.981,69.6628,8.3776,6.3149,10.4404,,,,43.619,32.8629,57.8955
370028,Integris Baptist Medical Center,Oklahoma City,OK,212,36.1869,29.0542,45.0706,65.7386,55.6905,77.5997,6.0098,5.1842,6.8354,24.5913,18.8264,32.1215,1.3982,0.9438,1.8526,10.4925,6.9675,15.8009,7.7781,4.9563,12.2062,56.6527,47.2872,67.8729,9.605,8.1114,11.0986,10.2634,6.753,15.5987,39.0726,31.579,48.3443
370091,St. Francis Hospital,Tulsa,OK,251,36.7636,29.9926,45.0633,62.5432,53.504,73.1095,6.4301,5.6715,7.1886,18.6511,14.0093,24.8307,0.7966,0.3791,1.2142,8.2109,5.2946,12.7335,6.2662,3.8927,10.0869,50.3728,42.3231,59.9534,9.2805,7.9081,10.6529,4.6916,2.6633,8.2644,52.3263,44.0185,62.2019
370093,Oklahoma University Medical Center,Oklahoma City,OK,90,30.9125,21.3405,44.7779,50.8388,38.0764,67.8789,4.2899,3.0242,5.5556,22.6453,14.6073,35.1063,0.9285,0.2318,1.6252,13.949,8.0963,24.0325,,,,52.1162,39.2702,69.1645,9.8389,7.549,12.1289,,,,26.7007,17.7409,40.1855
370094,Midwest Regional Medical Center,Midwest City,OK,114,39.3433,29.2706,52.8822,72.6874,58.4539,90.3866,6.7492,5.6243,7.8742,17.5593,11.3259,27.2234,0.8762,0.257,1.4954,15.115,9.3909,24.3281,12.875,7.7559,21.3728,52.1556,40.489,67.1839,9.2436,7.2083,11.279,,,,29.4331,21.1285,41.0019
370106,Integris Southwest Medical Center,Oklahoma City,OK,103,40.473,29.7925,54.9823,61.0307,47.4787,78.4509,5.4604,4.2769,6.6439,20.5752,13.4117,31.5648,1.0372,0.3858,1.6886,,,,,,,45.456,34.1474,60.5095,8.556,6.4148,10.6973,,,,45.8147,34.7146,60.4642
370114,St. John Medical Center,Tulsa,OK,225,36.4747,29.3657,45.3048,64.2908,54.6229,75.6697,5.5912,4.79,6.3924,19.0718,14.1399,25.724,0.6324,0.1914,1.0734,10.4242,6.9227,15.6968,7.5553,4.7561,12.0022,54.2516,45.4531,64.7533,10.3537,8.904,11.8033,,,,37.7879,30.4644,46.8721
380004,Providence St. Vincent Medical Center,Portland,OR,107,27.3637,19.0121,39.3841,64.1906,50.6927,81.2824,5.071,3.91,6.232,13.1273,7.7734,22.1688,0.3483,-0.2907,0.9874,,,,,,,62.9733,49.6441,79.8814,9.1768,7.0763,11.2773,12.7932,7.5735,21.6104,39.0769,28.7675,53.0808
380018,Rogue Valley Medical Center,Medford,OR,86,22.8623,14.7472,35.4428,61.258,46.9114,79.9922,5.3851,4.0901,6.68,16.1244,9.548,27.2305,0.8441,0.1314,1.5568,,,,,,,67.2674,51.9964,87.0233,10.843,8.5002,13.1858,,,,33.1217,22.7107,48.3053
380033,Sacred Heart Medical Center,Eugene,OR,132,30.1348,22.0995,41.0916,58.5263,46.872,73.0784,3.3665,2.321,4.412,15.1111,9.7471,23.4272,0.3514,-0.224,0.9268,,,,,,,52.2266,41.2429,66.1354,9.6163,7.7249,11.5078,,,,27.2317,19.5486,37.9344
380051,Salem Hospital,Salem,OR,101,34.1625,24.7463,47.1615,69.4266,55.2732,87.2043,5.1361,3.941,6.3311,25.5471,17.5154,37.2616,0.846,0.1883,1.5038,,,,,,,57.0148,43.871,74.0964,10.4109,8.2489,12.5729,,,,34.2882,24.2438,48.4939
380061,Providence Portland Medical Center,Portland,OR,86,22.5863,14.5692,35.015,65.9973,51.1275,85.1918,5.1044,3.8094,6.3993,16.016,9.4838,27.0473,0.6848,-0.0279,1.3975,,,,,,,67.4984,52.1749,87.3222,10.6002,8.2574,12.943,,,,47.6061,34.487,65.716
380075,Providence Medford Medical Center,Medford,OR,81,32.107,22.0132,46.8292,67.6849,52.0815,87.963,5.3529,4.0185,6.6872,24.0526,15.5137,37.2914,0.9094,0.1749,1.6439,,,,,,,59.7434,45.0151,79.2906,9.8632,7.449,12.2774,,,,34.2483,23.4823,49.9501
380090,Bay Area Hospital,Coos Bay,OR,84,36.8981,25.944,52.4772,74.1418,57.9122,94.9197,6.1805,4.8703,7.4908,31.8783,21.8565,46.4954,1.8177,1.0966,2.5389,,,,,,,50.726,37.6156,68.4058,6.4761,4.1057,8.8466,,,,20.8702,12.9726,33.576
390002,UPMC McKeesport,Mc Keesport,PA,80,29.5562,19.4557,44.9004,69.0678,52.7559,90.4233,6.9542,5.6113,8.2972,25.8582,16.6768,40.0943,0.9409,0.2018,1.6801,17.6436,10.237,30.409,,,,42.0571,30.0454,58.8709,6.7396,4.3099,9.1693,,,,65.3775,50.0547,85.3909
390004,Holy Spirit Hospital,Camp Hill,PA,171,37.824,29.5961,48.3392,66.6662,55.4316,80.1778,5.7473,4.8285,6.6661,30.1521,22.9075,39.6878,1.67,1.1643,2.1757,8.183,4.7493,14.0991,8.2885,4.9055,14.0046,47.9297,38.5944,59.523,7.1366,5.4744,8.7989,6.933,3.9355,12.2134,72.2231,60.5877,86.0931
390006,Geisinger Medical Center,Danville,PA,128,30.4723,22.2586,41.717,65.855,53.1681,81.5692,4.9022,3.8405,5.9639,17.1416,11.2843,26.0392,0.4967,-0.0877,1.0811,,,,,,,51.6324,40.558,65.7307,7.4776,5.5568,9.3984,10.7472,6.362,18.1551,59.0439,47.2115,73.8418
390009,St. Vincent Health Center,Erie,PA,116,30.7824,22.1994,42.6837,62.2498,49.5598,78.1891,5.1566,4.0415,6.2718,23.8256,16.4467,34.5153,1.0648,0.451,1.6786,13.8077,8.3204,22.9138,,,,44.4413,33.7703,58.4842,7.0535,5.036,9.071,,,,56.0114,43.6589,71.8588
390028,Mercy Hospital of Pittsburgh,Pittsburgh,PA,81,31.632,21.1973,47.2033,63.7557,48.1791,84.3683,6.7212,5.3868,8.0557,16.8053,9.7561,28.948,1.0654,0.3309,1.7999,,,,,,,55.2081,41.3451,73.7192,7.3781,4.9639,9.7924,14.002,7.7503,25.2966,61.961,47.324,81.1251
390031,Good Samaritan Regional Medical Center,Pottsville,PA,83,37.3433,25.9443,53.7504,72.4029,55.84,93.8785,6.8124,5.4941,8.1306,,,,,,,,,,,,,40.0876,28.6393,56.1121,5.5999,3.2149,7.985,,,,53.1535,39.9263,70.7627
390032,Alle-Kiski Medical Center,Natrona,PA,89,45.2739,32.794,62.5031,76.1129,59.6776,97.0745,7.211,5.9379,8.4841,50.1438,37.0439,67.8762,2.2834,1.5827,2.9841,,,,,,,40.6427,29.4429,56.1028,5.5786,3.2753,7.8819,,,,70.3815,55.0719,89.947
390036,The Medical Center,Beaver,PA,95,30.0984,20.6361,43.8994,70.1691,54.9134,89.663,6.413,5.1808,7.6453,17.4377,10.6804,28.4701,0.7099,0.0317,1.3882,,,,,,,40.3614,29.4847,55.2504,6.6906,4.4611,8.9201,,,,52.942,40.4353,69.3169
390044,Reading Hospital and Medical Center,Reading,PA,250,28.3462,22.4575,35.7791,66.2243,56.8952,77.0831,5.9421,5.1821,6.7021,16.3436,12.031,22.2022,0.3241,-0.0942,0.7424,9.2472,6.0858,14.0508,7.5095,4.7868,11.7809,47.5701,39.7397,56.9433,5.689,4.314,7.0641,13.3109,9.505,18.6406,70.8155,60.9896,82.2245
390045,Susquehanna Health System,Williamsport,PA,115,18.6087,12.1311,28.5451,57.269,45.0689,72.7715,4.1634,3.0435,5.2834,18.4968,12.0577,28.3746,0.6435,0.027,1.2599,,,,,,,55.551,43.5563,70.8489,8.5335,6.5073,10.5596,,,,29.7959,21.0676,42.1405
390046,York Hospital,York,PA,216,29.6396,23.1923,37.8792,65.4971,55.5212,77.2654,5.6087,4.791,6.4264,20.249,15.0642,27.2183,0.9403,0.4902,1.3903,8.1676,5.0748,13.1453,5.914,3.4316,10.1919,47.3018,38.9504,57.4438,6.9882,5.5089,8.4675,10.4984,6.9723,15.8077,54.7586,45.7719,65.5098
390049,St. Luke's Hospital,Bethlehem,PA,218,20.3188,15.1172,27.3101,66.614,56.566,78.4469,6.237,5.4231,7.0508,31.7803,25.0914,40.2525,1.8437,1.3957,2.2917,9.1687,5.8452,14.382,6.3417,3.7533,10.715,65.6015,55.7034,77.2583,9.3846,7.9121,10.857,12.2074,8.3664,17.8118,64.1894,54.4656,75.6492
390050,Allegheny General Hospital,Pittsburgh,PA,124,37.9615,28.3364,50.856,71.5396,57.9022,88.3891,8.3653,7.2867,9.444,46.0271,35.3252,59.9711,4.0822,3.4885,4.6759,24.8138,17.2317,35.732,,,,43.5462,33.4278,56.7275,6.6516,4.7001,8.6031,,,,79.2108,65.0917,96.3926
390063,Hamot Medical Center,Erie,PA,114,24.3197,16.7876,35.2311,60.3731,47.5938,76.5838,5.4589,4.3339,6.584,22.376,15.2307,32.8735,0.5658,-0.0534,1.185,,,,,,,50.3465,38.828,65.2821,9.3575,7.322,11.393,,,,51.4389,40.0922,65.9968
390066,Good Samaritan Hospital,Lebanon,PA,92,27.6704,18.5424,41.2918,62.7978,48.3208,81.6121,4.5423,3.2902,5.7945,21.5525,13.7439,33.7975,0.8253,0.1361,1.5145,,,,,,,47.8668,35.7332,64.1204,6.8225,4.557,9.088,,,,45.0923,33.4339,60.8159
390067,PinnacleHealth System,Harrisburg,PA,185,29.4357,22.5392,38.4424,63.1823,52.6625,75.8037,5.9009,5.0177,6.7842,14.2293,9.6863,20.903,0.5409,0.0547,1.027,10.7211,6.9133,16.6261,7.8729,4.7432,13.0676,48.6974,39.6465,59.8146,8.3981,6.8001,9.9961,7.7013,4.5593,13.0086,60.5972,50.3377,72.9478
390073,Altoona Regional Health System,Altoona,PA,119,33.3961,24.4921,45.5371,61.1484,48.6841,76.8039,5.892,4.7911,6.9929,22.4755,15.4102,32.7801,0.7154,0.1094,1.3213,13.2125,7.9622,21.9249,,,,43.5502,33.1817,57.1587,7.9278,5.9361,9.9196,,,,55.5165,43.4442,70.9435
390079,Robert Packer Hospital,Sayre,PA,147,26.3366,19.2378,36.0548,58.6039,47.4903,72.3182,5.1645,4.1738,6.1553,16.2474,10.8876,24.2458,0.5349,-0.0105,1.0802,,,,,,,55.9974,45.0914,69.5412,7.8939,6.1014,9.6865,14.476,9.5262,21.9978,36.9459,28.2899,48.2503
390096,St. Joseph Medical Center,Reading,PA,89,30.2259,20.5759,44.4017,72.2503,56.5433,92.3205,6.5104,5.2374,7.7834,35.3319,24.841,50.2534,1.8079,1.1072,2.5085,,,,,,,36.6894,26.0802,51.6145,5.2152,2.9121,7.5184,,,,61.0215,46.6079,79.8926
390097,Holy Redeemer Hospital and Medical Center,Meadowbrook,PA,81,32.5471,21.8112,48.5676,69.4281,53.1676,90.6616,6.2817,4.9473,7.616,22.532,14.0044,36.2524,1.205,0.4706,1.9394,,,,,,,53.5446,39.9725,71.7249,6.7609,4.3468,9.1749,,,,63.8688,48.6565,83.8371
390100,Lancaster General Hospital,Lancaster,PA,260,14.2235,10.2579,19.7223,48.9872,41.1327,58.3416,4.2908,3.5455,5.0361,21.7075,16.6612,28.2824,1.2216,0.8114,1.6318,4.9922,2.8341,8.7939,5.1264,2.9749,8.834,71.2954,61.7611,82.3016,12.9175,11.569,14.2659,8.427,5.546,12.8048,60.1737,51.442,70.3876
390102,UPMC St. Margaret,Pittsburgh,PA,86,20.6969,12.8646,33.2977,69.7145,54.0078,89.989,5.6973,4.4024,6.9922,15.6327,9.0758,26.9269,0.4135,-0.2992,1.1262,,,,,,,62.9623,48.3328,82.0198,6.975,4.6322,9.3177,15.046,8.7328,25.9233,69.0191,53.4626,89.1023
390107,UPMC Passavant,Pittsburgh,PA,95,27.965,18.8926,41.3941,67.0747,52.2876,86.0435,5.5921,4.36,6.8243,28.7013,19.5371,42.1642,1.3339,0.6557,2.0121,,,,,,,57.8893,44.5432,75.2341,7.209,4.9797,9.4382,14.6743,8.6865,24.7895,63.7138,49.5606,81.909
390110,Memorial Medical Center,Johnstown,PA,112,39.9525,29.5166,54.0783,67.8249,53.8265,85.4637,6.0418,4.9067,7.1769,11.1475,6.3294,19.6333,0.4041,-0.2207,1.0289,10.8709,6.017,19.6404,,,,37.7783,28.0129,50.948,7.2207,5.167,9.2744,,,,52.0974,40.7641,66.5817
390111,Hospital of the University of Pennsylvania,Philadelphia,PA,178,38.3479,30.4769,48.2516,57.4875,47.3841,69.7452,5.8645,4.9639,6.765,27.7438,21.0778,36.5179,1.2959,0.8002,1.7916,14.6735,10.1893,21.1312,,,,52.9988,43.196,65.0262,7.7756,6.1463,9.4048,8.7079,5.2472,14.4509,59.7142,49.602,71.8878
390115,Frankford Hospital,Philadelphia,PA,116,27.3126,19.0915,39.0737,72.9398,58.5755,90.8266,6.0505,4.9351,7.1659,38.366,28.4425,51.7518,2.0796,1.4657,2.6935,12.0761,7.008,20.8093,,,,59.8733,47.3586,75.695,7.9552,5.9372,9.9732,14.1162,8.6423,23.0571,74.3262,60.6994,91.0122
390119,Moses Taylor Hospital,Scranton,PA,84,23.177,14.7814,36.3414,73.0136,56.8028,93.8506,5.6589,4.3487,6.9691,14.7734,8.3887,26.0175,0.5741,-0.1471,1.2952,,,,,,,70.0571,54.3875,90.2413,9.079,6.7086,11.4495,,,,60.5381,45.7446,80.1158
390133,Lehigh Valley Hospital,Allentown,PA,287,21.8957,17.0998,28.0367,63.4428,54.8745,73.3489,5.314,4.6044,6.0236,17.2437,13.065,22.7589,0.4764,0.0859,0.867,8.7498,5.8612,13.0621,8.6927,5.8686,12.876,63.5441,54.9159,73.528,8.8612,7.5773,10.145,11.8421,8.4964,16.5054,71.7472,62.6225,82.2014
390137,Wyoming Valley Health Care System,Wilkes-Barre,PA,217,28.0711,21.647,36.4015,71.6699,61.0272,84.1685,6.4054,5.5896,7.2212,19.0478,13.913,26.0777,0.6356,0.1865,1.0846,6.7578,3.9222,11.6434,8.8512,5.5724,14.0594,55.4902,46.524,66.1845,7.0486,5.5727,8.5246,12.5369,8.5921,18.293,52.8905,44.1767,63.323
390139,Bryn Mawr Hospital,Bryn Mawr,PA,98,37.0978,26.6314,51.6775,69.5677,54.8453,88.2421,6.9458,5.7328,8.1589,42.9371,31.4882,58.549,2.651,1.9834,3.3187,14.8554,8.6231,25.5922,12.0431,6.6668,21.755,46.2846,34.6645,61.7999,5.8874,3.6928,8.082,,,,71.9995,56.5538,91.6635
390145,Excela Westmoreland Regional Hospital,Greensburg,PA,85,29.7614,20.1058,44.054,69.6418,53.9501,89.8977,6.5997,5.2971,7.9023,31.1297,21.1896,45.7326,1.4768,0.7598,2.1938,14.3368,7.936,25.9002,,,,43.4551,31.4805,59.9847,6.6162,4.2595,8.9729,,,,81.2822,64.0697,103.1188
390151,Chambersburg Hospital,Chambersburg,PA,97,25.3091,16.9615,37.7652,63.7316,49.6831,81.7524,5.5806,4.3614,6.7999,23.23,15.2931,35.2859,0.6747,0.0037,1.3458,,,,,,,53.6975,41.0186,70.2954,10.1572,7.9514,12.3631,,,,42.072,30.7341,57.5925
390156,Mercy Catholic Medical Center,Darby,PA,81,28.1696,18.7123,42.4068,59.4446,44.6522,79.1375,5.7904,4.4554,7.1253,43.7592,31.5461,60.7004,2.3361,1.6013,3.0709,16.9092,10.348,27.6304,,,,60.8689,45.8568,80.7954,8.2314,5.8162,10.6467,,,,58.5215,44.4581,77.0336
390162,Easton Hospital,Easton,PA,111,29.2328,20.4343,41.8199,63.2301,49.7583,80.3493,5.0893,3.9492,6.2295,30.2382,21.3771,42.7725,0.9725,0.345,1.6,,,,,,,39.6284,29.5832,53.0846,5.1469,3.0842,7.2096,,,,60.4657,47.9021,76.3244
390164,UPMC Presbyterian Shadyside,Pittsburgh,PA,370,27.7359,22.8569,33.6565,65.2897,57.5331,74.092,6.0543,5.4291,6.6795,29.343,24.3094,35.4188,1.2471,0.903,1.5913,11.7187,8.6839,15.8142,3.8815,2.2973,6.5581,53.4556,46.477,61.482,7.0648,5.9337,8.1959,13.0721,9.8434,17.3597,62.9248,55.3473,71.5398
390174,Thomas Jefferson University Hospital,Philadelphia,PA,189,34.7309,27.2285,44.3006,60.0408,49.8829,72.2671,6.7289,5.855,7.6028,42.3599,33.9647,52.8301,3.3231,2.8421,3.8041,12.0959,8.0335,18.2125,,,,52.4304,43.091,63.794,6.6607,5.0796,8.2418,10.9275,7.0466,16.9458,68.0494,57.3577,80.7339
390180,Crozer-Chester Medical Center,Upland,PA,145,29.9822,22.1506,40.5827,67.4717,55.2278,82.4299,6.537,5.5392,7.5349,42.8125,33.2954,55.0499,2.5435,1.9943,3.0928,9.6105,5.6883,16.2372,,,,59.3335,48.0768,73.2259,9.088,7.2827,10.8934,9.5346,5.5332,16.4295,75.1764,62.2306,90.8153
390185,Hazleton General Hospital,Hazleton,PA,91,34.7843,24.4564,49.4737,74.3009,58.3644,94.5889,7.0771,5.818,8.3362,21.2034,13.5212,33.2502,0.9528,0.2598,1.6458,,,,,,,30.9207,21.3466,44.789,5.2958,3.0179,7.5737,,,,56.9566,43.6105,74.3871
390195,Lankenau Hospital,Wynnewood,PA,97,31.0717,21.5874,44.7228,70.1145,55.1761,89.0972,6.1421,4.9226,7.3616,43.6832,32.1535,59.3471,3.2027,2.5314,3.8739,14.4895,8.5763,24.4799,,,,56.2763,43.199,73.3125,8.2175,6.0111,10.4238,,,,76.6331,60.9058,96.4215
390196,Fox Chase Cancer Center,Philadelphia,PA,111,28.9281,20.4541,40.9128,60.699,47.8538,76.9921,6.8247,5.6849,7.9645,30.3135,21.5465,42.6477,1.652,1.0247,2.2794,11.2503,6.3871,19.8163,,,,63.7576,50.6014,80.3343,9.7362,7.6741,11.7983,11.4936,6.6716,19.8009,72.4108,57.904,90.5521
390201,Pocono Medical Center,East Stroudsburg,PA,116,33.1971,24.2482,45.4487,73.468,59.3881,90.886,6.3266,5.2114,7.4419,34.8286,25.6359,47.3177,1.5999,0.9861,2.2138,12.9737,7.8168,21.5326,,,,51.0121,39.4304,65.9957,7.0712,5.0534,9.0889,12.9272,7.789,21.4548,68.0201,54.7642,84.4848
390228,St. Clair Memorial Hospital,Pittsburgh,PA,116,25.8322,17.9472,37.1816,64.0531,50.9149,80.5815,4.9959,3.8806,6.1112,29.2389,20.7802,41.1407,0.9673,0.3534,1.5811,,,,,,,59.9548,47.4242,75.7963,8.1201,6.1023,10.138,12.8347,7.7331,21.3019,67.18,53.7926,83.899
390231,Abington Memorial Hospital,Abington,PA,193,25.4943,19.1507,33.9391,62.1188,51.8953,74.3565,5.6215,4.7567,6.4863,34.0135,26.5625,43.5545,1.6737,1.1977,2.1497,10.2466,6.4528,16.271,6.4549,3.5729,11.6616,58.3599,48.6022,70.0766,8.387,6.8224,9.9517,9.3202,5.8693,14.8,78.9496,67.0305,92.9881
390237,Mercy Hospital of Scranton,Scranton,PA,115,19.998,13.1654,30.3765,55.7378,43.4505,71.4998,4.2632,3.1432,5.3832,13.465,8.1161,22.3391,0.4112,-0.2053,1.0277,10.3915,5.7524,18.7719,9.7045,5.3709,17.5346,67.2154,53.9042,83.8137,9.077,7.0506,11.1033,10.435,5.9236,18.3823,53.5062,41.8688,68.3781
390256,Penn State Hershey Medical Center,Hershey,PA,188,36.0988,28.5989,45.5654,60.1927,50.1703,72.2172,5.9534,5.0772,6.8296,37.5908,29.8274,47.3749,2.2812,1.7989,2.7634,14.053,9.5628,20.6516,7.0588,4.2524,11.7173,44.1157,35.5245,54.7844,6.96,5.3748,8.5452,6.7017,3.8899,11.5462,63.644,53.0813,76.3086
390258,St. Mary Medical Center,Langhorne,PA,118,26.9908,18.8664,38.6137,64.4723,51.2469,81.1109,6.6549,5.5489,7.7609,35.3247,25.9014,48.1765,2.2787,1.67,2.8875,10.4834,5.8026,18.9402,,,,64.2482,51.375,80.3469,7.4727,5.4717,9.4736,19.6281,13.0327,29.5612,71.8095,58.2479,88.5287
390263,Lehigh Valley Hospital-Muhlenberg,Bethlehem,PA,85,22.3272,14.2383,35.0115,62.9616,48.0933,82.4264,4.8397,3.537,6.1425,31.3588,21.4982,45.7422,0.8206,0.1036,1.5377,,,,,,,65.3909,50.1942,85.1886,9.337,6.9801,11.694,17.2098,10.3682,28.5658,71.4983,55.8364,91.5533
390265,Jefferson Regional Medical Center,Pittsburgh,PA,91,25.9781,17.1018,39.4615,74.3533,58.298,94.8302,6.7392,5.4802,7.9983,32.2838,22.2841,46.7708,1.2042,0.5112,1.8972,,,,,,,56.7375,43.3379,74.2801,7.106,4.8281,9.3839,12.2581,6.785,22.1461,73.5822,57.9988,93.3525
390268,Mount Nittany Medical Center,State College,PA,93,50.2028,37.4719,67.2589,71.9601,56.5257,91.6089,7.2791,6.0336,8.5246,27.4335,18.5317,40.6115,0.9854,0.2999,1.6709,,,,,,,33.8402,23.9275,47.8595,5.6715,3.4182,7.9248,,,,38.1538,27.3881,53.1512
410007,Rhode Island Hospital,Providence,RI,165,29.8366,22.5444,39.4875,62.209,51.276,75.4731,5.8699,4.9347,6.8052,25.3891,18.6891,34.491,1.365,0.8503,1.8798,9.7543,5.8779,16.1872,8.0524,4.6728,13.8764,58.7401,48.1311,71.6876,8.6316,6.9395,10.3237,11.9848,7.7278,18.5868,53.6609,43.4259,66.3082
410009,Kent County Memorial Hospital,Warwick,RI,95,43.5891,31.8397,59.6742,66.4124,51.8736,85.0259,5.9155,4.6833,7.1477,15.2774,9.0464,25.8004,0.5123,-0.1659,1.1905,,,,15.2405,8.6499,26.8526,52.6455,40.0036,69.2824,6.8142,4.5849,9.0435,12.3178,6.992,21.7002,52.5693,39.6071,69.7736
410012,Miriam Hospital,Providence,RI,89,29.4438,19.8921,43.5821,74.4545,58.4878,94.7799,5.8114,4.5385,7.0843,,,,,,,,,,,,,59.7151,45.7291,77.9786,6.6251,4.3222,8.9281,,,,66.6416,51.2751,86.6133
420002,Piedmont Medical Center,Rock Hill,SC,102,36.4788,26.644,49.9439,64.8873,50.9694,82.6057,6.6502,5.4608,7.8395,33.6296,24.2487,46.6395,2.4818,1.8272,3.1364,11.5461,6.7,19.8973,,,,46.3343,34.6995,61.8702,7.4705,5.3187,9.6223,,,,49.5499,37.9381,64.7157
420004,MUSC Medical Center,Charleston,SC,124,24.5189,17.4267,34.4973,60.5623,48.4315,75.7317,5.0402,3.9615,6.119,28.7205,20.8912,39.4839,1.8477,1.254,2.4415,7.3962,4.0939,13.3621,,,,65.8252,52.7885,82.0814,11.8195,9.8679,13.7712,9.2861,5.1403,16.7759,47.0064,36.4883,60.5565
420007,Spartanburg Regional Medical Center,Spartanburg,SC,197,30.4487,23.7328,39.0651,62.1073,52.1123,74.0193,5.5736,4.7176,6.4296,19.4736,14.2804,26.5555,1.0026,0.5314,1.4737,,,,,,,59.5234,49.6106,71.4168,11.2867,9.738,12.8354,5.5553,3.0754,10.0351,49.2762,40.3308,60.2055
420018,Palmetto Health Richland,Columbia,SC,163,50.6191,41.0563,62.4093,69.6661,58.1074,83.5242,8.4046,7.4634,9.3458,26.9133,20.1506,35.9457,1.5422,1.0242,2.0603,8.8879,5.5213,14.307,6.4602,3.575,11.674,46.508,37.0245,58.4204,6.8809,5.1781,8.5837,8.564,4.9701,14.7566,31.6778,24.0033,41.806
